Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
RU-58841,,,,Other substances,06-2018,Structure Image cannot be exported
Rabeprazole Sodium,,,,Other,07-2003,Structure Image cannot be exported
Racemoramide,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Racemorphan,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Racephedrine Salt Undetermined (Di Ephedrine),,,,Other substances,07-2006,Structure Image cannot be exported
Raltegravir (Mk-0518),,,,Other substances,04-2011,Structure Image cannot be exported
Ramelteon,,,,Depressants and Tranquilizers,03-2006,Structure Image cannot be exported
Ramipril,,,,Other,07-2003,Structure Image cannot be exported
Raney Nickel,,,,Other substances,10-1998,Structure Image cannot be exported
Ranitidine,,,,Other substances,09-2005,Structure Image cannot be exported
Ranitidine Hydrochloride,,,,Other substances,11-2006,Structure Image cannot be exported
Ranolazine,,,,Other substances,05-2014,Structure Image cannot be exported
Raspberry ketone,,,,Other,10-2012,Structure Image cannot be exported
Relafen,,,,Other substances,01-2001,Structure Image cannot be exported
Remifemin,,,,Other substances,03-2006,Structure Image cannot be exported
Remifentanil,,methyl 4-(N-phenylpropionylamino)-1-(2-methoxycarbonylethyl)piperidine-4-carboxylate,C20H28N2O5,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Renax,,,,Other substances,06-2010,Structure Image cannot be exported
Repaglinide,,,,Other substances,04-2011,Structure Image cannot be exported
Reserpine,,,,Other substances,01-2001,Structure Image cannot be exported
Resveratrol,,,,Other substances,05-2017,Structure Image cannot be exported
Retapamulin,,,,Other,06-2010,Structure Image cannot be exported
Ribavirin,,,,Other,07-2003,Structure Image cannot be exported
Riboflavin,,,,Other substances,03-2006,Structure Image cannot be exported
Rifampin,,,,Other,07-2008,Structure Image cannot be exported
Rifaximin,,,,Other substances,04-2011,Structure Image cannot be exported
Rilmazolam,,"8-chloro-6-(2-chlorophenyl)-N,N-dimethyl-4H-[1,2,4]triazolo[1,5-a][1,4]benzodiazepine-2-carboxamide",C19H15Cl2N5O,Benzodiazepines,05-2025,Structure Image cannot be exported
Rilpivirine,,,,Other substances,06-2015,Structure Image cannot be exported
Rimantadine,,,,Other substances,07-2000,Structure Image cannot be exported
Risedronate,,,,Other substances,10-2012,Structure Image cannot be exported
Risperidone,,,,Other substances,07-2003,Structure Image cannot be exported
Ritonavir,,,,Other,07-2005,Structure Image cannot be exported
Rivaroxaban,,,,Other substances,05-2014,Structure Image cannot be exported
Rivastigmine,,,,Other substances,06-2019,Structure Image cannot be exported
Rizatriptan,,,,Other,09-2003,Structure Image cannot be exported
Robaxin,,,,Other,08-2003,Structure Image cannot be exported
Rocuronium,,,,Other substances,03-2016,Structure Image cannot be exported
Rofecoxib,,,,Analgesics,05-2000,Structure Image cannot be exported
Roflumilast,,,,Other,10-2012,Structure Image cannot be exported
Rolicyclidine,,,,Other substances,10-1998,Structure Image cannot be exported
Ropinirole,,,,Other,03-2006,Structure Image cannot be exported
Ropivacaine,,"N-2,6-dimethylphenyl-(S)-1-propylpiperidine-2-carboxamide",C17H26N2O,Other substances,11-2011,Structure Image cannot be exported
Rosiglitazone Maleate,,,,Other,01-2004,Structure Image cannot be exported
Rosuvastatin,,,,Other substances,03-2006,Structure Image cannot be exported
Rufinamide,,"1-[(2,6-difluorophenyl)methyl]-1H-1,2,3-triazole-4-carboxamide",C10H8F2N4O,Other substances,06-2021,Structure Image cannot be exported
S-23,,,,Other substances,01-2020,Structure Image cannot be exported
SAM,,,,Other,08-2008,Structure Image cannot be exported
SDB-005,,naphthalen-1-yl 1-pentyl-1H-indazole-3-carboxylate,C23H22N2O2,Synthetic Cannabinoids,12-2014,Structure Image cannot be exported
SDB-006,,N-benzyl-1-pentyl-1H-indole-3-carboxamide,C21H24N2O,Synthetic Cannabinoids,12-2014,Structure Image cannot be exported
SDB-006 N-phenyl analog,,N-phenyl-1-pentylindole-3-carboxamide,C20H22N2O,Synthetic Cannabinoids,12-2014,Structure Image cannot be exported
"SR 17018 (5,6-Dichloro Desmethylchlorphine)","5,6-Dichloro Desmethylchlorphine;5,6-dichloro-1-[1-[(4-chlorophenyl)methyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one","5,6-dichloro-3-[1-[(4-chlorophenyl)methyl]piperidin-4-yl]-1H-benzimidazol-2-one",C19H18Cl3N3O,Narcotic Analgesics,12-2025,Structure Image cannot be exported
STS-135,5-fluoro-APICA;5F-APICA,N-(1-adamantyl)-1-(5-fluoropentyl)-1H-indole-3-carboxamide,C24H31FN2O,Synthetic Cannabinoids,09-2012,Structure Image cannot be exported
Saccharic acid,,,,Other,06-2010,Structure Image cannot be exported
Saccharomyces Boulardii,,,,Other substances,12-2018,Structure Image cannot be exported
Sacubitril,,,,Other substances,02-2018,Structure Image cannot be exported
Safrole,,,,Other substances,10-1998,Structure Image cannot be exported
Salicylamide,,,,Analgesics,10-1998,Structure Image cannot be exported
Salmeterol,,,,Other,08-2004,Structure Image cannot be exported
Salsalate,,,,Analgesics,12-2001,Structure Image cannot be exported
Salvia Divinorum,,,,Psychedelics,05-2008,Structure Image cannot be exported
Salvinorin-A,,,,Psychedelics,03-2006,Structure Image cannot be exported
Saquinavir,,,,Other,10-2004,Structure Image cannot be exported
Saquinavir Mesylate,,,,Other substances,05-2000,Structure Image cannot be exported
Savaysa (Edoxaban),Edoxaban,"N'-(5-chloropyridin-2-yl)-N-[(1S,2R,4S)-4-(dimethylcarbamoyl)-2-[(5-methyl-6,7-dihydro-4H-[1,3]thiazolo[5,4-c]pyridine-2-carbonyl)amino]cyclohexyl]oxamide",C24H30ClN7O4S,Other,08-2025,Structure Image cannot be exported
Saxagliptin,,,,Other substances,06-2016,Structure Image cannot be exported
Scopolamine,,,,Other substances,10-1998,Structure Image cannot be exported
Secnidazole,,,,Other,06-2010,Structure Image cannot be exported
Secobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Selegiline,,,,Other,07-2003,Structure Image cannot be exported
Selenium,,,,Other substances,10-2023,Structure Image cannot be exported
Selenium Oxide,,,,Other substances,10-1998,Structure Image cannot be exported
Selexipag,Uptravi,,C26H32N4O4S,Other substances,10-2022,Structure Image cannot be exported
Senna Concentrate,,,,Other substances,08-2008,Structure Image cannot be exported
Sertraline,,,,Antidepressants,11-1999,Structure Image cannot be exported
Sevelamer,,,,Other substances,12-2004,Structure Image cannot be exported
Sevoflurane,,,,Other substances,06-2012,Structure Image cannot be exported
Sibutramine,,,,Stimulants,12-1999,Structure Image cannot be exported
Sildenafil Citrate (Viagra),,,,Other substances,11-1999,Structure Image cannot be exported
Silodosin,,,,Other substances,03-2018,Structure Image cannot be exported
Silver nitrate,,,,Other substances,06-2015,Structure Image cannot be exported
Silybum marianum,,,,Other substances,05-2018,Structure Image cannot be exported
Simethicone,,,,Other substances,03-2006,Structure Image cannot be exported
Simvastatin,,,,Other substances,07-2000,Structure Image cannot be exported
Singulair,,,,Other,02-2004,Structure Image cannot be exported
Sitagliptin,,,,Other substances,08-2008,Structure Image cannot be exported
Sitosterol,,,,Other substances,10-2011,Structure Image cannot be exported
Skelaxin,,,,Other substances,01-2001,Structure Image cannot be exported
Sodium Fluoride,,,,Other substances,08-2008,Structure Image cannot be exported
Sodium Hypophosphite,,,,Other substances,03-2008,Structure Image cannot be exported
Sodium Phosphate Monobasic,,,,Other substances,07-2008,Structure Image cannot be exported
Sodium Salicylate,,,,Analgesics,10-1998,Structure Image cannot be exported
Sofosbuvir,,,,Other substances,03-2018,Structure Image cannot be exported
Solifenacin Succinate,,,,Other,07-2008,Structure Image cannot be exported
Solriamfetol,Sunosi,[(2R)-2-amino-3-phenylpropyl] carbamate,C10H14N2O2,Other substances,12-2024,Structure Image cannot be exported
Somatropin,,,,Other substances,10-2003,Structure Image cannot be exported
Sorbitol,,,,Other,08-2004,Structure Image cannot be exported
Soriatane,,,,Other substances,11-2011,Structure Image cannot be exported
Sotalol,,,,Other,06-2010,Structure Image cannot be exported
Spiramycin,,,,Other substances,06-2019,Structure Image cannot be exported
Spirochlorphine (R-6890),R-6890,"8-[1-(4-chlorophenyl)ethyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",C21H24ClN3O,Narcotic Analgesics,06-2025,Structure Image cannot be exported
Spironolactone,,,,Other substances,01-2001,Structure Image cannot be exported
Stanolone,,,,Steroids,10-1998,Structure Image cannot be exported
Stanozolol,,,,Steroids,10-1998,Structure Image cannot be exported
Stavudine,,,,Other substances,05-2000,Structure Image cannot be exported
Stenbolone,,,,Steroids,07-2006,Structure Image cannot be exported
Stigmasterol,,,,Other substances,07-2008,Structure Image cannot be exported
Strychnine,,,,Stimulants,10-1998,Structure Image cannot be exported
Styramate,,,,Other substances,10-1998,Structure Image cannot be exported
Succinaldehyde,,,,Other substances,10-1998,Structure Image cannot be exported
Succinamide,,,,Other substances,06-2018,Structure Image cannot be exported
Succinylcholine Chloride,,,,Other,01-2004,Structure Image cannot be exported
Sucralfate,,,,Other substances,04-2001,Structure Image cannot be exported
Sufentanil,,N-{4-(methoxymethyl)-1-[2-(thien-2-yl)ethyl]piperid-4-yl}-N-phenyl-propionamide,C22H30N2O2S,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Sulbutiamine,,,,Other substances,06-2014,Structure Image cannot be exported
Sulcralfate,,,,Other substances,04-2011,Structure Image cannot be exported
Sulfacetamide,,,,Other substances,02-2003,Structure Image cannot be exported
Sulfadiazine,,,,Other substances,04-2011,Structure Image cannot be exported
Sulfadimethoxine,,,,Other,03-2008,Structure Image cannot be exported
Sulfadimidine,,,,Other substances,10-2012,Structure Image cannot be exported
Sulfamethoxazole,,,,Other substances,10-1998,Structure Image cannot be exported
Sulfanilamide,,,,Other substances,02-2018,Structure Image cannot be exported
Sulfapyridine,,,,Other,07-2003,Structure Image cannot be exported
Sulfasalazine,,,,Other,02-2006,Structure Image cannot be exported
Sulfathiazole,,,,Other substances,06-2018,Structure Image cannot be exported
Sulfisoxazole,,,,Other substances,10-2000,Structure Image cannot be exported
Sulfondiethylmethane,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Sulfonethylmethane,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Sulfonic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Sulfonmethane,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Sulfur Trioxide,,,,Other substances,10-1998,Structure Image cannot be exported
Sulindac,,,,Analgesics,11-1999,Structure Image cannot be exported
Sumatriptan,,,,Other substances,08-2001,Structure Image cannot be exported
Sunifiram,,,,Other substances,06-2018,Structure Image cannot be exported
Suvorexant,,,,Other substances,05-2016,Structure Image cannot be exported
Synephrine (Oxedrine),,,,Other substances,01-2009,Structure Image cannot be exported
Synthelamin,,,,Other,07-2010,Structure Image cannot be exported
TETRAFLUORO-4-HYDROXYBENZOIC ACID,,,,Other substances,02-2012,Structure Image cannot be exported
TH-PBP,"3',4'-tetramethylene-alpha-PBP;3',4'-tetramethylene-alpha-pyrrolidinobutiophenone","2-(pyrrolidin-1-yl)-1-(5,6,7,8-tetrahydronaphthalen-2-yl)butan-1-one",C18H25NO,Synthetic Cathinones,12-2017,Structure Image cannot be exported
TH-PVP,"3',4'-tetramethylene-alpha-PVP;3',4'-tetramethylene-alpha-pyrrolidinopentiophenone;3',4'-tetramethylene-alpha-pyrrolidinovalerophenone","2-(pyrrolidin-1-yl)-1-(5,6,7,8-tetrahydronaphth-2-yl)pentan-1-one",C19H27NO,Synthetic Cathinones,03-2016,Structure Image cannot be exported
THC-COOH,,,,Cannabinoids,09-2020,Structure Image cannot be exported
THC-OH,,,,Cannabinoids,09-2020,Structure Image cannot be exported
THJ-018,JWH-018 indazole analog,1-pentyl-1H-indazol-3-yl(naphthalen-1-yl)methanone,C23H22N2O,Synthetic Cannabinoids,06-2015,Structure Image cannot be exported
THJ-2201,5-fluoropentyl JWH-018 indazole analog;5F-THJ-018;AM2201 indazole analog,(1-(5-fluoropentyl)-1H-indazol-3-yl)(naphthalen-1-yl)methanone,C23H21FN2O,Synthetic Cannabinoids,05-2014,Structure Image cannot be exported
TMA,"3,4,5-trimethoxyamphetamine","3,4,5-trimethoxyamphetamine",C12H19NO3,Phenethylamines (Amphetamines) (H),10-1998,Structure Image cannot be exported
TMA-2,"2,4,5-trimethoxyamphetamine","2,4,5-trimethoxyamphetamine",C12H19NO3,Phenethylamines (Amphetamines) (H),07-2006,Structure Image cannot be exported
TMA-6,"2,4,6-trimethoxyamphetamine","2,4,6-trimethoxyamphetamine",C12H19NO3,Phenethylamines (Amphetamines) (H),11-2011,Structure Image cannot be exported
Tacrolimus,,,,Other,07-2008,Structure Image cannot be exported
Tadalafil,,,,Other substances,03-2004,Structure Image cannot be exported
Talbutal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Tamoxifen,,,,Other substances,10-1998,Structure Image cannot be exported
Tamsulosin,,,,Other substances,03-2004,Structure Image cannot be exported
Tapentadol,,,,Narcotic Analgesics,06-2010,Structure Image cannot be exported
Taraxasterol,,,,Other substances,04-2011,Structure Image cannot be exported
Taurine,,,,Other,11-2012,Structure Image cannot be exported
Tegaserod Maleate,,,,Other substances,07-2008,Structure Image cannot be exported
Telaprevir,,,,Other substances,11-2013,Structure Image cannot be exported
Telithromycin,,,,Other substances,03-2005,Structure Image cannot be exported
Tellurium Dioxide,,,,Other substances,06-2012,Structure Image cannot be exported
Telmisartan,,,,Other substances,10-2011,Structure Image cannot be exported
Temazepam,,"7-chloro-3-hydroxy-1-methyl-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",C16H13ClN2O2,Benzodiazepines,10-1998,Structure Image cannot be exported
Tenocyclidine,,,,Other substances,10-1998,Structure Image cannot be exported
Tenofovir,,,,Other,02-2018,Structure Image cannot be exported
Tenofovir Alafenamide,,,,Other,02-2018,Structure Image cannot be exported
Tenofovir Disoproxil,,,,Other,08-2004,Structure Image cannot be exported
Terazosin,,,,Other substances,07-2003,Structure Image cannot be exported
Terbinafine,,,,Other,01-2005,Structure Image cannot be exported
Terbutaline,,,,Other substances,07-2003,Structure Image cannot be exported
Terbutaline Sulfate,,,,Other substances,08-2004,Structure Image cannot be exported
Terfenadine,,,,Other substances,05-2000,Structure Image cannot be exported
Terpin Hydrate,,,,Other substances,04-2011,Structure Image cannot be exported
Terpinolene,,,,Other substances,07-2019,Structure Image cannot be exported
Testolactone,,,,Steroids,10-1998,Structure Image cannot be exported
Testolone,RAD140,"2-chloro-4-({1-[5-(4-cyanophenyl)-1,3,4-oxadiazol-2-yl]-2-hydroxypropyl}amino)-3-methylbenzonitrile",C20H16ClN5O2,Other substances,12-2018,Structure Image cannot be exported
Testoprim,,,,Other substances,08-2008,Structure Image cannot be exported
Testosterone,,,,Steroids,10-1998,Structure Image cannot be exported
Tetracaine,,2-(dimethylamino)ethyl 4-(butylamino)benzoate,C15H24N2O2,Other substances,10-1998,Structure Image cannot be exported
Tetracycline,,,,Other substances,11-1999,Structure Image cannot be exported
Tetrahydrocannabinol (Synthetic),,,,Cannabinoids,10-1998,Structure Image cannot be exported
Tetrahydrocannabinol acetate,THC acetate,,C23H32O3,Cannabinoids,03-2023,Structure Image cannot be exported
Tetrahydrocannabinolic acid A,,,,Cannabinoids,05-2017,Structure Image cannot be exported
Tetrahydrocannabinols,,,,Cannabinoids,06-2004,Structure Image cannot be exported
Tetrahydrocannabivarin,THCV;delta-9-THCV,,C19H26O2,Cannabinoids,11-2022,Structure Image cannot be exported
Tetrahydrofuran,,,,Other substances,10-1998,Structure Image cannot be exported
Tetrahydrofuranyl fentanyl,THF-fentanyl;tetrahydrofuran fentanyl,N-(1-phenethylpiperidin-4-yl)-N-phenyltetrahydrofuran-2-carboxamide,C24H30N2O2,Fentanyl and Fentanyl-related,05-2017,Structure Image cannot be exported
Tetrahydrogestrinone,,,,Steroids,07-2006,Structure Image cannot be exported
Tetrahydropalmatine (THP),,,,Other substances,08-2012,Structure Image cannot be exported
Tetrahydrothebaine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Tetrahydrothiofuranyl fentanyl,tetrahydrothiophene fentanyl,N-(1-phenethylpiperidin-4-yl)-N-phenyltetrahydrothiophene-2-carboxamide,C24H30N2OS,Fentanyl and Fentanyl-related,01-2022,Structure Image cannot be exported
Tetrahydrozoline,,,,Other substances,04-2002,Structure Image cannot be exported
Tetramethrin,,"(1,3‐dioxo‐2,3,4,5,6,7‐hexahydro‐1H‐isoindol‐2‐yl)methyl 2,2‐dimethyl‐3‐(2‐methylprop‐1‐en‐1‐yl)cyclopropane‐1‐carboxylate",C19H25NO4,Other substances,01-2022,Structure Image cannot be exported
Tetramethyl norfentanyl,"2,2,6,6-Tetramethyl norfentanyl;TMNF","N-phenyl-N-(2,2,6,6-tetramethylpiperidin-4-yl)propionamide",C18H28N2O,Fentanyl and Fentanyl-related,01-2026,Structure Image cannot be exported
Tetramisole,,,,Other substances,07-2006,Structure Image cannot be exported
Tetranitromethane,,,,Other substances,10-1998,Structure Image cannot be exported
Tetrazepam,,"7-chloro-5-(cyclohex-1-en-1-yl)-1-methyl-1,3-dihydro-1,4-benzodiazepin-2-one",C16H17ClN2O,Benzodiazepines,10-1998,Structure Image cannot be exported
Thalidomide,,,,Other,02-2006,Structure Image cannot be exported
Thallium Nitrate,,,,Other substances,10-1998,Structure Image cannot be exported
Theacrine,,"1,3,7,9-tetramethyl-1,3,7,9-tetrahydropurine-2,6,8-trione",C9H12N4O3,Other substances,05-2022,Structure Image cannot be exported
Thebacon,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Thebaine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Thenylfentanyl,,N-(1-((thien-2-yl)methyl)piperidin-4-yl)-N-phenylpropionamide,C19H24N2OS,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Theobromine,,,,Stimulants,10-1998,Structure Image cannot be exported
Theophylline,,,,Other substances,10-1998,Structure Image cannot be exported
Theramine,,,,Other substances,09-2019,Structure Image cannot be exported
Thialbarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thiamine,,,,Other substances,10-1998,Structure Image cannot be exported
Thiamylal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thiobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thiofentanyl,,N-(1-(2-(thien-2-yl)ethyl)piperidin-4-yl)-N-phenylpropionamide,C20H26N2OS,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Thiofuranyl fentanyl,2-thiofuranyl fentanyl;2-thiophenoyl fentanyl;thiophene fentanyl,N-(1-phenethylpiperidin-4-yl)-N-phenylthiophene-2-carboxamide,C24H26N2OS,Fentanyl and Fentanyl-related,02-2018,Structure Image cannot be exported
Thionyl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Thiopental,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thiopropazate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thioridazine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thiosildenafil,,,,Other substances,06-2014,Structure Image cannot be exported
Thiothixene,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Thonzylamine,,,,Other substances,10-1998,Structure Image cannot be exported
Thorium Nitrate,,,,Other substances,10-1998,Structure Image cannot be exported
Thymol,,,,Other substances,05-2018,Structure Image cannot be exported
Thymosin,,Thymosin,,Stimulants,11-2019,Structure Image cannot be exported
Thyroxine,,,,Other,09-2003,Structure Image cannot be exported
Tiagabine,,,,Other substances,02-2004,Structure Image cannot be exported
Tiagabine Hydrochloride,,,,Other substances,03-2004,Structure Image cannot be exported
Tianeptine,,"7-[(3-chloro-6-methyl-5,5-dioxo-11H-benzo[c][2,1]benzothiazepin-11-yl)amino]heptanoic acid",C21H25ClN2O4S,Antidepressants,06-2018,Structure Image cannot be exported
Tiaprofenic Acid,,,,Other substances,06-2016,Structure Image cannot be exported
Ticagrelor,,,,Other substances,03-2018,Structure Image cannot be exported
Ticlopidine,,,,Other,10-2023,Structure Image cannot be exported
Tiletamine,,,,Other substances,10-1998,Structure Image cannot be exported
Tiletamine/Zolazepam Combos,,,,Other substances,10-1998,Structure Image cannot be exported
Tilidine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Timolol,,,,Other,08-2004,Structure Image cannot be exported
Tinidazole,,,,Other substances,02-2018,Structure Image cannot be exported
Tiotropium Bromide Monohydrate,,,,Other,08-2008,Structure Image cannot be exported
Tizanidine,"5-Chloro-4-(2-imidazolin-2-ylamino)-2,1,3-benzothiadiazole;Ontralfy;Zanaflex","5-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine",C9H8N5ClS,Other substances,07-2000,Structure Image cannot be exported
Tobramycin,,,,Other,01-2009,Structure Image cannot be exported
Tocopherol,,,,Other,10-2012,Structure Image cannot be exported
Tolazamide,,,,Other,03-2008,Structure Image cannot be exported
Tolmetin,,,,Analgesics,02-2000,Structure Image cannot be exported
Tolmetin Sodium,,,,Other,06-2005,Structure Image cannot be exported
Tolnaftate,,,,Other,05-2020,Structure Image cannot be exported
Tolperisone,,2-methyl-1-(4-methylphenyl)-3-(piperid-1-yl)propan-1-one,C16H23NO,Piperidines/PEA,05-2017,Structure Image cannot be exported
Tolterodine,,,,Other,10-2003,Structure Image cannot be exported
Toltrazuril,,,,Other substances,05-2013,Structure Image cannot be exported
Tonalid,,,,Other,10-2012,Structure Image cannot be exported
Topiramate,,,,Other substances,04-2001,Structure Image cannot be exported
Toremifene,,,,Other,06-2010,Structure Image cannot be exported
Torsemide,,,,Other substances,05-2018,Structure Image cannot be exported
Tramadol,,,,Narcotic Analgesics,11-1999,Structure Image cannot be exported
Trandolapril,,,,Other,02-2004,Structure Image cannot be exported
Tranexamic acid,,,,Other substances,05-2018,Structure Image cannot be exported
Trazodone,,,,Antidepressants,11-1999,Structure Image cannot be exported
Trenbolone,,,,Steroids,10-1998,Structure Image cannot be exported
Trendione,,,,Steroids,11-2017,Structure Image cannot be exported
Trestolone,,,,Steroids,01-2020,Structure Image cannot be exported
Triacetin,,,,Other substances,02-2004,Structure Image cannot be exported
Triacetone triperoxide,TATP;Triacetonetriperoxide;mother of Satan,"3,3,6,6,9,9-hexamethyl-1,2,4,5,7,8-hexaoxonane",C9H18O6,New Drug,08-2024,Structure Image cannot be exported
Triamcinolone,,,,Other substances,07-2000,Structure Image cannot be exported
Triamterene,,,,Other substances,07-2000,Structure Image cannot be exported
Triazepam,,,,Benzodiazepines,11-2011,Structure Image cannot be exported
Triazolam,,"12-chloro-9-(2-chlorophenyl)-3-methyl-2,4,5,8-tetraazatricyclo[8.4.0.0²,⁶]tetradeca-1(10),3,5,8,11,13-hexaene",C17H12Cl2N4,Benzodiazepines,10-1998,Structure Image cannot be exported
Tribromoborane,,,,Other substances,10-1998,Structure Image cannot be exported
Trichloroacetaldehyde,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Triethylamine,,,,Other substances,10-1998,Structure Image cannot be exported
Trifluoperazine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Trifluoroacetic Acid Anhydride,,,,Other substances,10-1998,Structure Image cannot be exported
Trifluoromethyl U-47700,,,C17H23F3N2O,Narcotic Analgesics,01-2022,Structure Image cannot be exported
Trihexyphenidyl,,,,Other substances,07-2000,Structure Image cannot be exported
Triiodomethane,,,,Other,07-2010,Structure Image cannot be exported
Trimeperidine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Trimeprazine,,,,Other substances,06-2008,Structure Image cannot be exported
Trimethadione,,,,Other substances,11-2011,Structure Image cannot be exported
Trimethobenzamide HCl,,,,Other substances,08-2004,Structure Image cannot be exported
Trimethoprim,,,,Other substances,10-1998,Structure Image cannot be exported
Trimethoxyamphetamine,,,C12H19NO3,Phenethylamines (Amphetamines) (H),03-2018,Structure Image cannot be exported
Trimipramine,,,,Antidepressants,08-2008,Structure Image cannot be exported
Trioxsalen,,,,Other substances,07-2013,Structure Image cannot be exported
Tripelennamine,,,,Other substances,10-1998,Structure Image cannot be exported
Triprolidine,,,,Other substances,11-1999,Structure Image cannot be exported
Troglitazone,,,,Other substances,11-2013,Structure Image cannot be exported
Trolnitrate,,,,Other substances,10-1998,Structure Image cannot be exported
Tromethamine,,,,Other substances,02-2018,Structure Image cannot be exported
Tropacocaine,,"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl benzoate",C15H19NO2,Cocaine Alkaloids,10-1998,Structure Image cannot be exported
Trospium,,,,Other substances,04-2011,Structure Image cannot be exported
Tryptamine,,2-(indol-3-yl)ethylamine,C10H12N2,Tryptamines,10-1998,Structure Image cannot be exported
Tryptase,,,,Other,10-2023,Structure Image cannot be exported
Tulobuterol,,,,Other,11-2012,Structure Image cannot be exported
Tybamate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Tylosin,,,,Other substances,07-2009,Structure Image cannot be exported
Tyrosine,,,,Other substances,06-2015,Structure Image cannot be exported
U-47700,,"3,4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide",C16H22Cl2N2O,Narcotic Analgesics,05-2016,Structure Image cannot be exported
U-48800,,"2-(2,4-dichlorophenyl)-N-[2-(dimethylamino)cyclohexyl]-N-methylacetamide",C17H24Cl2N2O,Narcotic Analgesics,02-2018,Structure Image cannot be exported
U-49900,,"3,4-dichloro-N-[2-(diethylamino)cyclohexyl]-N-methylbenzamide",C18H26Cl2N2O,Narcotic Analgesics,05-2017,Structure Image cannot be exported
U-51754,methene U-47700,"2-(3,4-dichlorophenyl)-N-[2-(dimethylamino)cyclohexyl]-N-methylacetamide",C17H24Cl2N2O,Narcotic Analgesics,05-2018,Structure Image cannot be exported
UF-17,,N‐[2‐(dimethylamino)cyclohexyl]‐N‐phenylpropionamide,C17H26N2O,Narcotic Analgesics,01-2021,Structure Image cannot be exported
UR-144,,"(1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone",C21H29NO,Synthetic Cannabinoids,05-2012,Structure Image cannot be exported
UR-144 N-heptyl analog,,"(1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone",C23H33NO,Synthetic Cannabinoids,05-2013,Structure Image cannot be exported
URB597,,"3'-(Aminocarbonyl)[1,1'-biphenyl]-3-yl)-cyclohexyl-carbamate",,Other substances,05-2012,Structure Image cannot be exported
URB602,,cyclohexyl N-(3-phenylphenyl)carbamate,C19H21NO2,Synthetic Cannabinoids,08-2012,Structure Image cannot be exported
URB754,,"6-Methyl-2-(p-tolylamino)-4H-benzo[d][1,3]oxazin-4-one",,Other substances,05-2012,Structure Image cannot be exported
URB937,,[3-(3-carbamoylphenyl)-4-hydroxyphenyl] N-cyclohexylcarbamate,C20H22N2O4,Synthetic Cannabinoids,05-2013,Structure Image cannot be exported
Urea Nitrogen,,,,Other,10-2023,Structure Image cannot be exported
Uroxatral (Alfuzosin),,,,Other substances,02-2009,Structure Image cannot be exported
Ursodiol,,,,Other substances,03-2006,Structure Image cannot be exported
Valacyclovir,,,,Other substances,07-2000,Structure Image cannot be exported
Valdecoxib,,,,Other substances,10-2003,Structure Image cannot be exported
Valerian Root,,,,Other substances,06-2010,Structure Image cannot be exported
Valerophenone (1-phenylpentan-1-one),1-phenyl-1-pentanone;1-phenylpentan-1-one,1-phenylpentan-1-one,C11H14O,Synthetic Cathinones,03-2026,Structure Image cannot be exported
