Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
Valeryl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylpentanamide,C24H32N2O,Fentanyl and Fentanyl-related,08-2016,Structure Image cannot be exported
Valine,,(S)-2-Amino-3-methylbutanoic acid,,Other substances,05-2018,Structure Image cannot be exported
Valnoctamide,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Valproate,,,,Other substances,10-1998,Structure Image cannot be exported
Valproic Acid,,,,Other substances,11-1999,Structure Image cannot be exported
Valsartan,,,,Other substances,10-2003,Structure Image cannot be exported
Vancomycin,,,,Other substances,05-2014,Structure Image cannot be exported
Vardenafil,,,,Other substances,04-2004,Structure Image cannot be exported
Varenicline,,,,Other substances,03-2008,Structure Image cannot be exported
Velpatasvir,,,,Other substances,06-2019,Structure Image cannot be exported
Venlafaxine,,,,Antidepressants,11-1999,Structure Image cannot be exported
Verapamil,,,,Other substances,03-2000,Structure Image cannot be exported
Vilazodone,,,,Antidepressants,11-2012,Structure Image cannot be exported
Vinbarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Vinpocetine,,,,Other substances,09-2004,Structure Image cannot be exported
Vinylbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Voacangine,,"methyl (1R,15R,17R,18S)-17-ethyl-7-methoxy-3,13-diazapentacyclo[13.3.1.0²,¹⁰.0⁴,⁹.0¹³,¹⁸]nonadeca-2(10),4(9),5,7-tetraene-1-carboxylate",C22H28N2O3,Other substances,06-2022,Structure Image cannot be exported
Voriconazole,,,,Other substances,05-2014,Structure Image cannot be exported
Vortioxetine,,,,Antidepressants,10-2016,Structure Image cannot be exported
W-15,,,,Narcotic Analgesics,06-2015,Structure Image cannot be exported
W-18,,,,Narcotic Analgesics,06-2015,Structure Image cannot be exported
W-19 (N-[1-[2-(4-aminophenyl)ethyl]-2-piperidinylidene]-4-chloro-benzenesulfonamide),N-[1-[2-(4-aminophenyl)ethyl]-2-piperidinylidene]-4-chloro-benzenesulfonamide,N-[1-[2-(4-aminophenyl)ethyl]-2-piperidinylidene]-4-chloro-benzenesulfonamide,C19H22ClN3O2S,Narcotic Analgesics,12-2025,Structure Image cannot be exported
"WIN 55,212-2",,"[2,3-dihydro-5-methyl-3-(4-morpholinylmethyl)pyrrolo[1,2,3-de]-1,4-benzoxazin-6-yl]-1-naphthalenyl-methanone",C27H26N2O3,Synthetic Cannabinoids,10-2012,Structure Image cannot be exported
Warfarin,,,,Other substances,07-2003,Structure Image cannot be exported
Wild Carrot (D. Carotus),,,,Other substances,10-1998,Structure Image cannot be exported
XLR11,5-fluoro-UR-144;5F-UR-144,"[1-(5-fluoropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone",C21H28FNO,Synthetic Cannabinoids,06-2012,Structure Image cannot be exported
XLR11 N-(2-fluoropentyl) isomer,,"[1-(2-fluoropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone",C21H28FNO,Synthetic Cannabinoids,05-2014,Structure Image cannot be exported
XLR11 N-(4-fluoropentyl) isomer,,"[1-(4-fluoropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone",C21H28FNO,Synthetic Cannabinoids,05-2013,Structure Image cannot be exported
XLR11 degradant,,"1-[1-(5-fluoropentyl)-1H-indol-3-yl]-3,3,4-trimethyl-4-penten-1-one",C21H28FNO,Synthetic Cannabinoids,06-2015,Structure Image cannot be exported
Xenadrine,,,,Other substances,06-2010,Structure Image cannot be exported
Xenical,,,,Other substances,08-2000,Structure Image cannot be exported
Xylazine,,,,Depressants and Tranquilizers,07-2000,Structure Image cannot be exported
Yangonin,,,,Other,05-2017,Structure Image cannot be exported
Yasmin,,,,Other substances,08-2008,Structure Image cannot be exported
Yohimbine,,,,Hallucinogens,10-1998,Structure Image cannot be exported
ZINC BORATE,,,,Other,06-2014,Structure Image cannot be exported
Zafirlukast,,,,Other,10-2003,Structure Image cannot be exported
Zaleplon,,,,Depressants and Tranquilizers,11-2000,Structure Image cannot be exported
Zeranol,,,,Other substances,05-2011,Structure Image cannot be exported
Zidovudine,,,,Other substances,03-2001,Structure Image cannot be exported
Zileuton,,,,Other substances,04-2011,Structure Image cannot be exported
Zinc Aceticum,,,,Other substances,06-2018,Structure Image cannot be exported
Zinc Gluconicum,,,,Other substances,06-2018,Structure Image cannot be exported
Zingerone,,,,Other substances,06-2018,Structure Image cannot be exported
Zipeprol,,,,Stimulants,10-1998,Structure Image cannot be exported
Ziprasidone,,,,Other,07-2003,Structure Image cannot be exported
Zolazepam,,"4-(2-fluorophenyl)-1,8-dimethyl-3-methyl-6,8-dihydro-1,2,5,8-tetraazaazulen-7(1H)-one",C15H15FN4O,Benzodiazepines,10-1998,Structure Image cannot be exported
Zolmitriptan,,,,Other substances,10-2003,Structure Image cannot be exported
Zoloft,,,,Other substances,11-2000,Structure Image cannot be exported
Zolpidem,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Zonisamide,,,,Other,01-2004,Structure Image cannot be exported
Zopiclone,,,,Depressants and Tranquilizers,01-2005,Structure Image cannot be exported
[2.2]Paracyclophane,,,,Other substances,06-2018,Structure Image cannot be exported
a-Isonitrosopropiophenone,,2-Hydroxyimino-1-phenylpropan-1-one,,Other substances,12-2018,Structure Image cannot be exported
acetoacet-p-phenetidide,,,,Other,06-2014,Structure Image cannot be exported
acetyl hydroxyproline,,,,Other,06-2014,Structure Image cannot be exported
adamantyl-CHMINACA,ACHMINACA,N-(1-adamantyl)-1-(cyclohexylmethyl)indazole-3-carboxamide,C25H33N3O,Synthetic Cannabinoids,03-2018,Structure Image cannot be exported
alpha'-Methylbutyryl fentanyl,2-methyl butyryl fentanyl,N-(1-phenethylpiperidin-4-yl)-N-phenyl-2-methylbutyramide,C24H32N2O,Fentanyl and Fentanyl-related,02-2020,Structure Image cannot be exported
alpha-D2PV,alpha-pyrrolidino-2-phenylacetophenone,"1,2‐diphenyl‐2‐(pyrrolidin‐1‐yl)ethan‐1‐one",C18H19NO,Synthetic Cathinones,06-2021,Structure Image cannot be exported
alpha-Hydroxyalprazolam,U-40125,"8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine-1-methanol",C17H13ClN4O,Benzodiazepines,06-2019,Structure Image cannot be exported
alpha-Methylfentanyl,,N-phenyl-N-(1-(1-phenylpropan-2-yl)piperidin-4-yl)propionamide,C23H30N2O,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
alpha-Methylthiofentanyl,,N-(1-(1-methyl-2-(thien-2-yl)ethyl)piperidin-4-yl)-N-phenylpropionamide,C21H28N2OS,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
alpha-PBP,alpha-pyrrolidinobutiophenone,1-phenyl-2-(pyrrolidin-1-yl)butan-1-one,C14H19NO,Synthetic Cathinones,05-2012,Structure Image cannot be exported
alpha-PCYP,alpha-pyrrolidinocyclohexanophenone,2‐cyclohexyl‐1‐phenyl‐2‐(pyrrolidin‐1‐yl)ethan‐1‐one,C18H25NO,Synthetic Cathinones,06-2021,Structure Image cannot be exported
alpha-PHP,alpha-pyrrolidinohexanophenone,1-phenyl-2-(pyrrolidin-1-yl)hexan-1-one,C16H23NO,Synthetic Cathinones,03-2015,Structure Image cannot be exported
alpha-PPP,alpha-pyrrolidinopropiophenone,1-phenyl-2-(pyrrolidin-1-yl)propan-1-one,C13H17NO,Synthetic Cathinones,04-2015,Structure Image cannot be exported
alpha-PVP,alpha-pyrrolidinopentiophenone;alpha-pyrrolidinovalerophenone,1-phenyl-2-(pyrrolidin-1-yl)pentan-1-one,C15H21NO,Synthetic Cathinones,04-2012,Structure Image cannot be exported
alpha-PVT,alpha-pyrrolidinopentiothiophenone,2-(pyrrolidin-1-yl)-1-(thien-2-yl)pentan-1-one,C13H19NOS,Synthetic Cathinones,05-2014,Structure Image cannot be exported
alpha-PiHP,alpha-pyrrolidinoisohexanophenone,4-methyl-1-phenyl-2-(pyrrolidin-1-yl)pentan-1-one,C16H23NO,Synthetic Cathinones,05-2018,Structure Image cannot be exported
alpha-PipBP,alpha-piperidinobutiophenone,1-phenyl-2-(piperidin-1-yl)butan-1-one,C15H21NO,Synthetic Cathinones,06-2018,Structure Image cannot be exported
alpha-Pyrrolidinoisoheptanophenone (iso-PV8; alpha-PiHPP),alpha-PiHPP;iso-PV8,5-methyl-1-phenyl-2-(pyrrolidin-1-yl)hexan-1-one,C17H25NO,Synthetic Cathinones,05-2025,Structure Image cannot be exported
amino hydroxybutryic acid,,,,Other,06-2014,Structure Image cannot be exported
amino tadalafil,,,,Other,06-2014,Structure Image cannot be exported
andarine,,,,Other substances,06-2018,Structure Image cannot be exported
anthraquinone,,,,Other,06-2014,Structure Image cannot be exported
beta Hydroxybutyric acid,,,,Other,06-2023,Structure Image cannot be exported
beta'-Phenyl fentanyl,3-phenylpropanoyl fentanyl,"N-(1-phenethylpiperidin-4-yl)-N,3-diphenylpropionamide",C28H32N2O,Fentanyl and Fentanyl-related,02-2021,Structure Image cannot be exported
beta-Caryophyllene,,"4,11,11-trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene",C15H24,Other substances,03-2022,Structure Image cannot be exported
beta-Hydroxy-3-methylfentanyl,,N-[1-(2-hydroxy-2-phenylethyl)-3-methylpiperidin-4-yl]-N-phenylpropionamide,C23H30N2O2,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
beta-Hydroxyfentanyl,,N-[1-(2-hydroxy-2-phenylethyl)-piperidin-4-yl]-N-phenylpropionamide,C22H28N2O2,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
beta-Hydroxythiofentanyl,,N-(1-(2-hydroxy-2-(thiophen-2-yl)ethyl)piperidin-4-yl)-N-phenylpropionamide,C20H26N2O2S,Fentanyl and Fentanyl-related,12-2015,Structure Image cannot be exported
beta-Methyl acetyl fentanyl,desmethyl beta-methylfentanyl,N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)acetamide,C22H28N2O,Fentanyl and Fentanyl-related,06-2021,Structure Image cannot be exported
beta-Methylfentanyl,,N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)propionamide,C23H30N2O,Fentanyl and Fentanyl-related,12-2018,Structure Image cannot be exported
beta-Methylphenethylamine,BMPEA;beta-Me-PEA,2-phenylpropylamine,C9H13N,Phenethylamines (Amphetamines) (S),06-2019,Structure Image cannot be exported
beta-Phenethylamine,2-phenethylamine,2-phenylethan-1-amine,C8H11N,Phenethylamines (Other) (S),07-2003,Structure Image cannot be exported
bifenthrin,,,,Other,06-2014,Structure Image cannot be exported
bromo-DMT,bromo-dimethyltryptamine,,C12H15BrN2,Tryptamines,01-2022,Structure Image cannot be exported
butylated hydroxytolune,,,,Other,06-2014,Structure Image cannot be exported
calcium ammonium nitrate,,,,Other substances,11-2014,Structure Image cannot be exported
chloro PCP,,,,Depressants and Tranquilizers,06-2021,Structure Image cannot be exported
cis-3-Methylfentanyl,,"N-[(3R,4S)-3-methyl-1-phenethylpiperid-4-yl]-N-phenyl-propionamide",C23H30N2O,Fentanyl and Fentanyl-related,12-2016,Structure Image cannot be exported
delta(9)-Tetrahydrocannabinolic acid,,,,Cannabinoids,01-2020,Structure Image cannot be exported
delta-11-Tetrahydrocannabinol,"delta-11-THC
;delta-9,11-THC;exo-THC","6,6-dimethyl-9-methylidene-3-pentyl-6H,6aH,7H,8H,9H,10H,10aH-benzo[c]isochromen-1-ol",C21H30O2,Cannabinoids,03-2023,Structure Image cannot be exported
delta-4(8)-isotetrahydrocannabinol (delta-4(8)-iso-THC),delta-4(8)-iso-THC,"3,4,5,6-tetrahydro-2-methyl-5-(1-methylethylidene)-9-pentyl-2R,6R-methano-2H-1-benzoxocin-7-ol",C21H30O2,Cannabinoids,02-2025,Structure Image cannot be exported
delta-6a(10a)-THC,,"7,8,9,10-tetrahydro-6,6,9-trimethyl-3-pentyl-6H-dibenzo[b,d]pyran-1-ol",,Cannabinoids,06-2021,Structure Image cannot be exported
delta-8-Tetrahydrocannabinol,delta-8-THC,"6,6,9-trimethyl-3-pentyl-6H,6aH,7H,10H,10aH-benzo[c]isochromen-1-ol",C21H30O2,Cannabinoids,08-2011,Structure Image cannot be exported
delta-8-Tetrahydrocannabivarin (delta-8-THCV),delta-8-THCV,"(6aR,10aR)-6a,7,10,10a-tetrahydro-6,6,9-trimethyl-3-propyl-6H-dibenzo[b,d]pyran-1-ol",C19H26O2,Synthetic Cannabinoids,03-2025,Structure Image cannot be exported
delta-9-THC-COOH,,,,Cannabinoids,09-2020,Structure Image cannot be exported
delta-9-THC-OH,,,,Cannabinoids,09-2020,Structure Image cannot be exported
delta-9-Tetrahydrocannabihexol (delta-9-THCH),delta-9-THCH;n-Hexyl-delta-9-tetrahydrocannabinol,"(6aR,10aR)-3-hexyl-6a,7,8,10a-tetrahydro-6,6,9-trimethyl-6H-dibenzo[b,d]pyran-1-ol",C22H32O2,Cannabinoids,01-2026,Structure Image cannot be exported
delta-9-Tetrahydrocannabinol acetate ester,delta-9-THC acetate ester;delta-9-THCO,"6,6,9-trimethyl-3-pentyl-6H,6aH,7H,8H,10aH-benzo[c]isochromen-1-yl acetate",C23H32O3,Cannabinoids,01-2023,Structure Image cannot be exported
delta-9-Tetrahydrocannabiphorol,"3-heptyl-1-hydroxy-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromene-2-carboxylic acid;delta9-THCP; delta9-THC-heptyl;delta9-Tetrahydrocannabiphorol","3-heptyl-6a,7,8,10a-tetrahydro-1-hydroxy-6,6,9-trimethyl-6H-dibenzo[b,d]pyran-2-carboxylic acid",C23H34O2,Cannabinoids,07-2023,Structure Image cannot be exported
dienedione,,,,Steroids,06-2018,Structure Image cannot be exported
diethylhexyl terephthalate,,,,Other substances,06-2014,Structure Image cannot be exported
"diphenyl (2,4,6- trimethylbenzoyl)phosphine oxide",,,,Other,06-2014,Structure Image cannot be exported
entecavir,,,,Other substances,12-2019,Structure Image cannot be exported
ethylvanillin,,,,Other,06-2014,Structure Image cannot be exported
fluorenol,,,,Other substances,06-2019,Structure Image cannot be exported
fluoro AB-7-PAICA,,,,Other,01-2021,Structure Image cannot be exported
fluoro-2-oxo PCE,,,,Other substances,10-2023,Structure Image cannot be exported
"fluoro-alpha-PPP, isomer undetermined",fluoro-alpha-Pyrrolidinopropiophenone,1-([3-] or [4-] fluorophenyl)-2-(1-pyrrolidinyl)-1-propanone,C13H16FNO,Synthetic Cathinones,12-2025,Structure Image cannot be exported
gamma-Sitosterol,,,,Other substances,02-2018,Structure Image cannot be exported
gamma-Valerolactone,,,,Other,06-2014,Structure Image cannot be exported
germanium dioxide,,,,Other,06-2014,Structure Image cannot be exported
glufosinate ammonium,,,,Other,06-2014,Structure Image cannot be exported
hetastarch,,,,Other,06-2014,Structure Image cannot be exported
indole-2-carboxylic acid,,,,Other,06-2014,Structure Image cannot be exported
indole-3-carbinol,,,,Other,06-2014,Structure Image cannot be exported
indoleacetic acid,,,,Other,06-2014,Structure Image cannot be exported
indolebutyric acid,,,,Other,06-2014,Structure Image cannot be exported
l-Homocystine,,,,Other substances,06-2018,Structure Image cannot be exported
meta-Fluoro 4-ANPP,despropionyl meta-fluorofentanyl,N‐(3‐fluorophenyl)‐1‐(2‐phenylethyl)piperidin‐4‐amine,C19H23FN2,Fentanyl and Fentanyl-related,12-2018,Structure Image cannot be exported
meta-Fluoro furanyl fentanyl,3-fluoro furanyl fentanyl,N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide,C24H25FN2O2,Fentanyl and Fentanyl-related,01-2021,Structure Image cannot be exported
meta-Fluorobutyryl fentanyl (m-Fluorobutyryl Fentanyl; m-FBF),m-FBF;m-Fluorobutyryl Fentanyl,N-(3-fluorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]butanamide,C23H29FN2O,Fentanyl and Fentanyl-related,03-2025,Structure Image cannot be exported
meta-Fluorofentanyl,,N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide,C22H27FN2O,Fentanyl and Fentanyl-related,06-2021,Structure Image cannot be exported
meta-Fluoroisobutyryl fentanyl,3-fluoroisobutyryl fentanyl;meta-FIBF,N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide,C23H29FN2O,Fentanyl and Fentanyl-related,04-2019,Structure Image cannot be exported
meta-Methyl 4-ANPP,despropionyl meta-methylfentanyl,N-(3-methylphenyl)-1-(2-phenylethyl)piperidin-4-amine,C20H26N2,Fentanyl and Fentanyl-related,06-2021,Structure Image cannot be exported
meta-Methylfentanyl (m-Methyl Fentanyl),m-Methyl Fentanyl,N-(3-methylphenyl)-N-(1-phenethylpiperidin-4-yl)propionamide,C23H30N2O,Fentanyl and Fentanyl-related,12-2025,Structure Image cannot be exported
methyl 1-aminocyclopropanecarboxylate,,,,Other,06-2014,Structure Image cannot be exported
methyl 3-(trifluoromethyl)benzoate,,,,Other,06-2014,Structure Image cannot be exported
methylepitiostanol,,,,Steroids,03-2018,Structure Image cannot be exported
n-desmethylolanzapine,,,,Other substances,11-2023,Structure Image cannot be exported
nordihydrocapsaicin,,,,Other substances,06-2014,Structure Image cannot be exported
octopamine hydrochloride,,,,Other,06-2014,Structure Image cannot be exported
ortho-Chloro 4-ANPP,despropionyl ortho-chlorofentanyl,N-(2-chlorophenyl)-1-(2-phenylethyl)piperidin-4-amine,C19H23ClN2,Fentanyl and Fentanyl-related,02-2022,Structure Image cannot be exported
ortho-Chlorofentanyl,2-chlorofentanyl,N-(2-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide,C22H27ClN2O,Fentanyl and Fentanyl-related,04-2021,Structure Image cannot be exported
ortho-Chlorophenyl cyclopentyl ketone,2-Chlorophenyl cyclopentyl ketone;o-Chlorophenyl cyclopentyl ketone,(2-chlorophenyl)-cyclopentylmethanone,C12H13ClO,Depressants and Tranquilizers,09-2024,Structure Image cannot be exported
