as_of,node,level,n_leaves,window_q,observed,expected,n_study,llr,p_value,obs_exp,recurrence_interval
2015-10-01,Isopropanol,substance,1,5.0,3,1.4120660216277747,3,2.260675179490217,0.9871,2.1245465538089476,1.013068584743187
2015-10-01,Nortriptyline,substance,1,5.0,3,1.4120660216277747,3,2.260675179490217,0.9871,2.1245465538089476,1.013068584743187
2015-10-01,Metoprolol,substance,1,6.0,3,1.6494023904382469,3,1.7945977619237379,0.9984,1.818840579710145,1.001602564102564
2015-10-01,Amlodipine,substance,1,6.0,3,1.6494023904382469,3,1.7945977619237379,0.9984,1.818840579710145,1.001602564102564
2015-10-01,Codeine,substance,1,6.0,9,6.047808764940239,11,1.7643910829738891,0.9992,1.4881422924901186,1.00080064051241
2015-10-01,Depressants and Tranquilizers,category,21,2.0,19,12.741605008537281,61,1.7579530266289671,0.9992,1.491177915754679,1.00080064051241
2015-10-01,Oxycodone,substance,1,4.0,36,28.335799658508822,73,1.6527333029319342,0.9997,1.2704776443176797,1.000300090027008
2015-10-01,Lorazepam,substance,1,4.0,5,2.717131474103586,7,1.5263543268720428,0.9999,1.8401759530791788,1.000100010001
2015-10-01,Cocaine,substance,1,6.0,159,145.69721115537848,265,1.3604923889661116,1.0,1.0913043478260869,1.0
2015-10-01,Alprazolam,substance,1,6.0,27,21.99203187250996,40,1.3029852873258134,1.0,1.227717391304348,1.0
2015-10-01,Acetaminophen,substance,1,5.0,4,2.3534433693796246,5,1.1483999570024794,1.0,1.6996372430471582,1.0
2015-10-01,Analgesics,category,4,5.0,4,2.3534433693796246,5,1.1483999570024794,1.0,1.6996372430471582,1.0
2015-10-01,Z-drugs,family,2,6.0,5,3.2988047808764938,6,1.085694137094511,1.0,1.5157004830917875,1.0
2015-10-01,Zolpidem,substance,1,6.0,5,3.2988047808764938,6,1.085694137094511,1.0,1.5157004830917875,1.0
2015-10-01,Antihistamines,family,9,2.0,8,5.013090495162208,24,1.000534874982466,1.0,1.5958219800181654,1.0
2015-10-01,Quetiapine,substance,1,6.0,10,7.697211155378485,14,0.7984787812299636,1.0,1.2991718426501035,1.0
2015-10-01,Diazepam,substance,1,5.0,6,4.236198064883324,9,0.7012583504465058,1.0,1.416364369205965,1.0
2015-10-01,Hydromorphone,substance,1,2.0,4,2.297666476949346,11,0.6938338820513046,1.0,1.7408967054743618,1.0
2015-10-01,MDMA,substance,1,6.0,4,2.749003984063745,5,0.688850018626821,1.0,1.455072463768116,1.0
2015-10-01,Oxymorphone,substance,1,4.0,4,2.717131474103586,7,0.47883843134724047,1.0,1.472140762463343,1.0
2015-10-01,Mirtazapine,substance,1,4.0,3,1.9408081957882755,5,0.45651625123529105,1.0,1.5457478005865102,1.0
2015-10-01,Fentanyl,substance,1,1.0,5,3.2509960159362548,34,0.4540910666090081,1.0,1.5379901960784315,1.0
2015-10-01,Antipsychotics,family,13,6.0,13,10.99601593625498,20,0.4141133639129835,1.0,1.1822463768115943,1.0
2015-10-01,Fentanyl and Fentanyl-related,category,9,1.0,5,3.346613545816733,35,0.39801205333631384,1.0,1.494047619047619,1.0
2015-10-01,Lamotrigine,substance,1,6.0,3,2.199203187250996,4,0.3433223038679477,1.0,1.3641304347826089,1.0
2015-10-01,Amphetamine,substance,1,6.0,6,4.94820717131474,9,0.25476337045249076,1.0,1.2125603864734302,1.0
2015-10-01,Barbiturates,family,4,2.0,4,2.9243027888446216,14,0.23127134096010304,1.0,1.3678474114441417,1.0
2015-10-01,Carisoprodol,substance,1,2.0,3,2.088787706317587,10,0.2294891342851647,1.0,1.4362397820163486,1.0
2015-10-01,Fluoxetine,substance,1,4.0,4,3.105293113261241,8,0.20530486739631393,1.0,1.2881231671554252,1.0
2015-10-01,Hallucinogens,superclass,8,6.0,4,3.2988047808764938,6,0.1698422469683264,1.0,1.21256038647343,1.0
2015-10-01,Trazodone,substance,1,6.0,4,3.2988047808764938,6,0.1698422469683264,1.0,1.21256038647343,1.0
2015-10-01,root,root,211,6.0,1515,1500.4063745019919,2729,0.1577621779967746,1.0,1.0097264486115316,1.0
2015-10-01,Narcotic Analgesics,category,18,3.0,197,191.24644280022767,634,0.12323798731170399,1.0,1.030084518778644,1.0
2015-10-01,Prescription opioids,family,13,3.0,197,191.24644280022767,634,0.12323798731170399,1.0,1.030084518778644,1.0
2015-10-01,Methadone,substance,1,2.0,19,17.33693796243597,83,0.09857102657277306,1.0,1.0959259380847641,1.0
2015-10-01,PCP,substance,1,6.0,6,5.49800796812749,10,0.05133933543268471,1.0,1.091304347826087,1.0
2015-10-01,Diphenhydramine,substance,1,2.0,3,2.715424018212863,13,0.0183904899659863,1.0,1.1047998323202683,1.0
2016-01-01,Inhalants,family,7,1.0,3,0.3011519473395502,3,6.896257865511727,0.0421,9.96174863387978,23.752969121140143
2016-01-01,Methamphetamine,substance,1,3.0,228,188.86450905101483,626,5.607098483506476,0.1415,1.2072146383967468,7.06713780918728
2016-01-01,Phenethylamines (Amphetamines) (S),category,4,3.0,230,191.881513987932,636,5.242565255544534,0.1704,1.1986563750714692,5.868544600938967
2016-01-01,Stimulants,superclass,11,5.0,482,435.10970927043337,917,4.799585058632502,0.278,1.1077665924950044,3.597122302158273
2016-01-01,Meprobamate,substance,1,3.0,5,1.810202962150302,6,3.64734240518416,0.6123,2.7621212121212118,1.6331863465621428
2016-01-01,MDMA,substance,1,1.0,4,0.9034558420186506,9,3.541292567275153,0.7306,4.4274438372799025,1.368738023542294
2016-01-01,Hallucinogens,superclass,8,1.0,4,1.0038398244651674,10,3.099617340418918,0.8278,3.984699453551912,1.2080212611741967
2016-01-01,Muscle relaxants,family,7,3.0,13,7.240811848601208,24,2.9762431106430833,0.8721,1.7953787878787877,1.1466574934067195
2016-01-01,Temazepam,substance,1,1.0,3,0.7026878771256172,7,2.5390501480501007,0.9569,4.269320843091334,1.0450412791305257
2016-01-01,Hydroxyzine,substance,1,6.0,4,2.2161272627537025,4,2.3621326593734318,0.9796,1.804950495049505,1.0208248264597795
2016-01-01,Benzodiazepines,category,19,6.0,56,46.538672517827756,84,2.2128817181276386,0.9893,1.2033003300330034,1.0108157282927324
2016-01-01,Hydromorphone,substance,1,3.0,8,4.223806911684037,14,2.180493562538106,0.9901,1.894025974025974,1.00999899000101
2016-01-01,Codeine,substance,1,6.0,10,6.648381788261108,12,2.1136124722996277,0.9911,1.5041254125412542,1.0089799212995663
2016-01-01,Prescription benzodiazepines,family,11,6.0,55,45.98464070213933,83,2.030819715622531,0.9922,1.1960515328641297,1.0078613182826044
2016-01-01,Nortriptyline,substance,1,6.0,3,1.662095447065277,3,1.771599494530074,0.9989,1.804950495049505,1.0011012113324658
2016-01-01,Duloxetine,substance,1,6.0,3,1.662095447065277,3,1.771599494530074,0.9989,1.804950495049505,1.0011012113324658
2016-01-01,Isopropanol,substance,1,6.0,3,1.662095447065277,3,1.771599494530074,0.9989,1.804950495049505,1.0011012113324658
2016-01-01,Cyclobenzaprine,substance,1,4.0,4,1.9555677454744926,5,1.749140779738812,0.9989,2.0454417952314166,1.0011012113324658
2016-01-01,Cutting agents and adulterants,family,5,3.0,3,1.206801974766868,4,1.704728087002462,0.9993,2.485909090909091,1.0007004903432404
2016-01-01,Gabapentinoids,family,2,3.0,4,1.810202962150302,6,1.6924113282822217,0.9994,2.2096969696969695,1.0006003602161297
2016-01-01,Gabapentin,substance,1,3.0,4,1.810202962150302,6,1.6924113282822217,0.9994,2.2096969696969695,1.0006003602161297
2016-01-01,Oxymorphone,substance,1,5.0,5,2.8469555677454745,6,1.6675700822438928,0.9995,1.75626204238921,1.0005002501250624
2016-01-01,Oxycodone,substance,1,5.0,44,36.06143719144268,76,1.663078595741739,0.9995,1.2201399452388195,1.0005002501250624
2016-01-01,Depressants,superclass,40,6.0,94,83.10477235326384,150,1.624656842713737,0.9995,1.1311023102310231,1.0005002501250624
2016-01-01,Hydrocodone,substance,1,6.0,45,38.22819528250137,69,1.3739315318957512,0.9998,1.177141627206199,1.0002000400080016
2016-01-01,Clonazepam,substance,1,4.0,7,4.3022490400438835,11,1.3454958884243826,0.9998,1.627055973479536,1.0002000400080016
2016-01-01,Diazepam,substance,1,6.0,8,5.540318156884256,10,1.33525641362669,0.9998,1.4439603960396041,1.0002000400080016
2016-01-01,Analgesics,category,4,6.0,5,3.324190894130554,6,1.0568062361498138,0.9999,1.5041254125412542,1.000100010001
2016-01-01,Depressants and Tranquilizers,category,21,3.0,25,19.91223258365332,66,0.8925440151127315,1.0,1.255509641873278,1.0
2016-01-01,Lorazepam,substance,1,5.0,5,3.3214481623697205,7,0.8264412120527229,1.0,1.505367464905037,1.0
2016-01-01,Cocaine,substance,1,6.0,164,153.4668129456939,277,0.8158736578672876,1.0,1.0686349501376131,1.0
2016-01-01,Trazodone,substance,1,2.0,3,1.5403181568842568,8,0.7191591253237426,1.0,1.9476495726495726,1.0
2016-01-01,Acetaminophen,substance,1,6.0,4,2.770159078442128,5,0.667628206813345,1.0,1.4439603960396041,1.0
2016-01-01,Alprazolam,substance,1,6.0,26,22.715304443225453,41,0.5412855331051545,1.0,1.1446027529582226,1.0
2016-01-01,Barbiturates,family,4,2.0,5,3.2731760833790458,17,0.5050429714129152,1.0,1.5275682922741745,1.0
2016-01-01,Mirtazapine,substance,1,5.0,4,2.8469555677454745,6,0.44973405463386296,1.0,1.405009633911368,1.0
2016-01-01,Amphetamine,substance,1,6.0,7,5.540318156884256,10,0.44761212874712863,1.0,1.2634653465346537,1.0
2016-01-01,Fentanyl and Fentanyl-related,category,9,2.0,9,6.738891936368623,35,0.4358203535060814,1.0,1.3355311355311354,1.0
2016-01-01,Antihistamines,family,9,3.0,10,7.844212835984641,26,0.4056802796799923,1.0,1.2748251748251747,1.0
2016-01-01,Other substances,category,71,3.0,28,24.437739989029076,81,0.3624704097873255,1.0,1.1457687991021324,1.0
2016-01-01,root,root,211,4.0,1133,1114.282501371366,2849,0.2576790227657568,1.0,1.0167978036140728,1.0
2016-01-01,Fentanyl,substance,1,2.0,8,6.353812397147559,33,0.24883572119827146,1.0,1.2590865924199257,1.0
2016-01-01,Cardiovascular medications,family,23,4.0,5,3.9111354909489853,10,0.2429323675837991,1.0,1.2784011220196354,1.0
2016-01-01,Phenobarbital,substance,1,5.0,3,2.3724629731212286,5,0.15825146160967396,1.0,1.2645086705202313,1.0
2016-01-01,Z-drugs,family,2,6.0,4,3.324190894130554,6,0.15806297986625995,1.0,1.2033003300330034,1.0
2016-01-01,Zolpidem,substance,1,6.0,4,3.324190894130554,6,0.15806297986625995,1.0,1.2033003300330034,1.0
2016-01-01,Medicines and other,superclass,123,1.0,67,62.94075699396599,627,0.142811235632478,1.0,1.0644930757096418,1.0
2016-01-01,Fluoxetine,substance,1,5.0,5,4.270433351618212,9,0.11845613618921869,1.0,1.1708413615928068,1.0
2016-01-01,Carisoprodol,substance,1,3.0,4,3.318705430608887,11,0.0967327057420615,1.0,1.205289256198347,1.0
2016-01-01,Pentobarbital,substance,1,3.0,4,3.318705430608887,11,0.0967327057420615,1.0,1.205289256198347,1.0
2016-01-01,Supplement,category,21,1.0,51,48.08392759188152,479,0.0965771840799099,1.0,1.0606454704130872,1.0
2016-01-01,Narcotic Analgesics,category,18,4.0,255,251.09489851892485,642,0.049781490456394906,1.0,1.0155522931931682,1.0
2016-01-01,Prescription opioids,family,13,4.0,255,251.09489851892485,642,0.049781490456394906,1.0,1.0155522931931682,1.0
2016-01-01,Diphenhydramine,substance,1,3.0,5,4.5255074053757545,15,0.03496171905110579,1.0,1.1048484848484847,1.0
2016-01-01,Sertraline,substance,1,4.0,3,2.7377948436642896,7,0.020409251378933124,1.0,1.0957723903025447,1.0
2016-01-01,Quetiapine,substance,1,6.0,8,7.756445419637959,14,0.008597843725374338,1.0,1.0314002828854314,1.0
2016-01-01,Ethanol,substance,1,1.0,48,47.18047174986287,470,0.007871513131144758,1.0,1.0173700732472968,1.0
2016-04-01,Inhalants,family,7,2.0,4,0.7883683360258481,4,6.496336911805358,0.0661,5.073770491803279,15.1285930408472
2016-04-01,Methamphetamine,substance,1,4.0,302,260.9116855142703,661,5.2637127240524535,0.1599,1.1574797786643498,6.253908692933083
2016-04-01,Fentanyl,substance,1,1.0,12,4.434571890145396,45,5.134222428329286,0.1808,2.706010928961749,5.530973451327434
2016-04-01,Phenethylamines (Amphetamines) (S),category,4,4.0,307,266.0430802369413,674,5.13067368643901,0.1814,1.1539484497269463,5.512679162072767
2016-04-01,Stimulants,superclass,11,6.0,586,538.3909531502422,954,4.882952609328321,0.2454,1.0884283931057661,4.074979625101874
2016-04-01,Fentanyl and Fentanyl-related,category,9,1.0,12,4.6316639741518575,47,4.7370224319631244,0.3282,2.590861527729334,3.0469226081657528
2016-04-01,Benzodiazepines,category,19,1.0,19,9.8546042003231,100,3.808551430101277,0.5593,1.9280327868852463,1.7879492222420883
2016-04-01,Prescription benzodiazepines,family,11,1.0,18,9.657512116316639,98,3.2718796837913917,0.7857,1.8638340582134496,1.2727504136438845
2016-04-01,Alprazolam,substance,1,1.0,11,5.025848142164782,51,3.0483168021544538,0.8416,2.1886853101896495,1.188212927756654
2016-04-01,Depressants,superclass,40,1.0,26,16.65428109854604,169,2.528148288389051,0.9668,1.561160151324086,1.034340091021928
2016-04-01,Meprobamate,substance,1,4.0,5,2.368336025848142,6,2.446560575031513,0.9719,2.11118690313779,1.0289124395513942
2016-04-01,MDMA,substance,1,2.0,5,1.9709208400646203,10,2.2865255670970814,0.9833,2.5368852459016393,1.0169836265636123
2016-04-01,Oxycodone,substance,1,6.0,55,45.7124394184168,81,2.2316667054709685,0.9859,1.203173593440769,1.0143016533116949
2016-04-01,Zolpidem,substance,1,1.0,3,0.7883683360258481,8,2.1779198717864237,0.9931,3.805327868852459,1.006947940791461
2016-04-01,Z-drugs,family,2,1.0,3,0.7883683360258481,8,2.1779198717864237,0.9931,3.805327868852459,1.006947940791461
2016-04-01,Hallucinogens,superclass,8,2.0,5,2.1680129240710824,11,1.8584109960412576,0.9978,2.3062593144560357,1.0022048506714771
2016-04-01,Temazepam,substance,1,2.0,4,1.5767366720516962,8,1.8292204536776655,0.998,2.5368852459016393,1.002004008016032
2016-04-01,Diazepam,substance,1,4.0,8,4.736672051696284,12,1.8066789797869585,0.9986,1.688949522510232,1.001401962747847
2016-04-01,Codeine,substance,1,5.0,10,6.754981152396337,14,1.546969853113806,0.9996,1.4803890306122451,1.0004001600640255
2016-04-01,Gabapentin,substance,1,4.0,5,2.7630586968228323,7,1.4641092390316104,0.9999,1.8095887741181058,1.000100010001
2016-04-01,Gabapentinoids,family,2,4.0,5,2.7630586968228323,7,1.4641092390316104,0.9999,1.8095887741181058,1.000100010001
2016-04-01,Muscle relaxants,family,7,4.0,13,9.078621432417878,23,1.3589450926193916,0.9999,1.4319354647369358,1.000100010001
2016-04-01,Hydromorphone,substance,1,4.0,8,5.131394722670974,13,1.2852977788329936,1.0,1.5590303284709834,1.0
2016-04-01,Fluoxetine,substance,1,1.0,3,1.182552504038772,12,1.1373892828377214,1.0,2.5368852459016398,1.0
2016-04-01,Cyclobenzaprine,substance,1,5.0,4,2.4124932687129776,5,1.0718396282025757,1.0,1.6580357142857145,1.0
2016-04-01,Phenobarbital,substance,1,3.0,3,1.4378029079159935,5,1.0520276266067505,1.0,2.0865168539325842,1.0
2016-04-01,Cutting agents and adulterants,family,5,4.0,3,1.5788906838987613,4,1.041443530821999,1.0,1.9000682128240112,1.0
2016-04-01,Oxymorphone,substance,1,6.0,5,3.3861066235864294,6,0.9879448734549777,1.0,1.4766221374045803,1.0
2016-04-01,Lorazepam,substance,1,6.0,7,5.079159935379645,9,0.8990323723715661,1.0,1.3781806615776082,1.0
2016-04-01,Clonazepam,substance,1,5.0,8,5.789983844911147,12,0.8270197770141017,1.0,1.3816964285714286,1.0
2016-04-01,Depressants and Tranquilizers,category,21,4.0,32,27.23586429725363,69,0.6769979863959605,1.0,1.1749214069636398,1.0
2016-04-01,Amphetamine,substance,1,2.0,4,2.365105008077544,12,0.6142888649713436,1.0,1.691256830601093,1.0
2016-04-01,Hydroxyzine,substance,1,5.0,3,1.9299946149703822,4,0.5957340190405058,1.0,1.5544084821428572,1.0
2016-04-01,Cocaine,substance,1,6.0,163,154.63220247711362,274,0.5228309683879715,1.0,1.0541141973588901,1.0
2016-04-01,Hydrocodone,substance,1,6.0,43,38.940226171243935,69,0.49203484610427495,1.0,1.1042565549286427,1.0
2016-04-01,Quetiapine,substance,1,1.0,3,1.6752827140549271,17,0.4821552014421224,1.0,1.7907425265188044,1.0
2016-04-01,Supplement,category,21,2.0,103,95.39256865912762,484,0.37053728907935746,1.0,1.0797486790407804,1.0
2016-04-01,root,root,211,2.0,594,575.5088852988691,2920,0.3670412429691652,1.0,1.0321300247024479,1.0
2016-04-01,Mirtazapine,substance,1,6.0,5,3.950457727517501,7,0.33434365085021944,1.0,1.2656761177753546,1.0
2016-04-01,Barbiturates,family,4,4.0,8,6.710285406569736,17,0.20111833432904636,1.0,1.192199662948399,1.0
2016-04-01,Trazodone,substance,1,4.0,4,3.1577813677975226,8,0.18138411698093226,1.0,1.2667121418826741,1.0
2016-04-01,Antipsychotics,family,13,1.0,3,2.1680129240710824,22,0.16011761758002185,1.0,1.3837555886736215,1.0
2016-04-01,Medicines and other,superclass,123,2.0,131,125.74474959612277,638,0.1353672678297384,1.0,1.0417930006680713,1.0
2016-04-01,Ethanol,substance,1,2.0,97,93.02746365105007,472,0.10453103911775852,1.0,1.0427028341205893,1.0
2016-04-01,PCP,substance,1,2.0,3,2.5621970920840065,13,0.04475129867850036,1.0,1.1708701134930644,1.0
2016-04-01,Other substances,category,71,4.0,35,33.946149703823366,86,0.02693210043286398,1.0,1.0310447666486882,1.0
2016-04-01,Antihistamines,family,9,4.0,11,10.657512116316639,27,0.009059123013397008,1.0,1.0321358193118084,1.0
2016-04-01,Cardiovascular medications,family,23,5.0,5,4.824986537425955,10,0.00612969820149048,1.0,1.0362723214285716,1.0
2016-04-01,Analgesics,category,4,5.0,3,2.8949919224555734,6,0.0036778189208936385,1.0,1.0362723214285714,1.0
2016-04-01,Narcotic Analgesics,category,18,5.0,308,307.35164243403335,637,0.0013213923690229556,1.0,1.002109497645212,1.0
2016-04-01,Carisoprodol,substance,1,4.0,4,3.947226709746903,10,0.0005819531660694044,1.0,1.0133697135061392,1.0
2016-04-01,Dissociatives,family,4,2.0,3,2.9563812600969306,15,0.0003992898368093134,1.0,1.0147540983606558,1.0
2016-04-01,Prescription opioids,family,13,5.0,307,306.86914378029076,636,5.3912550225715394e-05,1.0,1.0004264235175204,1.0
2016-07-01,Fentanyl,substance,1,2.0,34,12.573215216258468,64,17.65406669935733,0.0001,2.704161140583554,10000.0
2016-07-01,Fentanyl and Fentanyl-related,category,9,2.0,35,13.162584679520585,67,17.581492482416724,0.0001,2.6590522190110453,10000.0
2016-07-01,Methamphetamine,substance,1,5.0,395,345.87389265242314,716,6.749301421412156,0.0431,1.1420347369118862,23.20185614849188
2016-07-01,Phenethylamines (Amphetamines) (S),category,4,5.0,402,353.1198540906722,731,6.544256476997489,0.0512,1.1384236693096748,19.53125
2016-07-01,Stimulants,superclass,11,5.0,552,496.1068264721209,1027,6.087877112023094,0.0883,1.112663584827773,11.325028312570781
2016-07-01,Inhalants,family,7,3.0,4,1.167274622199062,4,4.92649084911402,0.2524,3.4267857142857143,3.9619651347068143
2016-07-01,Ephedrine,substance,1,3.0,3,0.8754559666492965,3,3.694868136835515,0.6888,3.4267857142857143,1.4518002322880372
2016-07-01,Benzodiazepines,category,19,2.0,32,21.217300677436164,108,3.066187679063045,0.8372,1.5082031633755772,1.1944577161968466
2016-07-01,Prescription benzodiazepines,family,11,2.0,31,20.82438770192809,106,2.791707085065948,0.9486,1.4886392072468844,1.0541851149061776
2016-07-01,Alprazolam,substance,1,2.0,19,11.394476289734238,58,2.7667557876529294,0.9538,1.6674746181286013,1.0484378276368211
2016-07-01,Z-drugs,family,2,2.0,5,1.9645648775403857,10,2.2987194466211185,0.9817,2.5450928381962865,1.0186411327289395
2016-07-01,Oxycodone,substance,1,6.0,59,49.41636268890047,87,2.215895423107831,0.9916,1.1939365179795423,1.008471157724889
2016-07-01,MDMA,substance,1,3.0,7,3.501823866597186,12,2.196315203334007,0.9919,1.9989583333333334,1.0081661457808246
2016-07-01,Fentanyl analogs,family,8,5.0,3,1.4491922876498176,3,2.182817791325534,0.9952,2.070118662351672,1.004823151125402
